combination,symbols,kr_count,us_count,annual_return,annual_volatility,sharpe_zero_rate,max_drawdown,average_pair_correlation
226490|292190|226980|IWD,"226490,292190,226980,IWD",3,1,0.174904395334405,0.16547585268272685,1.0569783596749662,-0.2261530618469738,0.46058887614656613
229200|226980|275290|IVV,"229200,226980,275290,IVV",3,1,0.1379434089696776,0.16566499524089673,0.8326647930004246,-0.2503186404873692,0.37915389920267845
229200|226980|275290|ITOT,"229200,226980,275290,ITOT",3,1,0.1356785011622207,0.16611179068960807,0.816790310904214,-0.25594182821315525,0.3818106985059219
226490|275290|IWM|IJS,"226490,275290,IWM,IJS",2,2,0.1728101839994477,0.16632956426967982,1.0389625245411,-0.1886618591826401,0.454234194267172
069500|292190|IVV|IWF,"069500,292190,IVV,IWF",2,2,0.1978402379530557,0.16638522292999355,1.1890493306385557,-0.21363458207113384,0.497187017046324
069500|292190|IJS|IWF,"069500,292190,IJS,IWF",2,2,0.18941867753461072,0.16642545255246877,1.1381593057401655,-0.2030054268031114,0.40836507876869327
069500|292190|ITOT|IWM,"069500,292190,ITOT,IWM",2,2,0.18506453543284646,0.16647444326492103,1.111669345776648,-0.20345885855131374,0.4800431022536116
ITOT|IWM|IJS|IWD,"ITOT,IWM,IJS,IWD",0,4,0.13985553874114545,0.1665145266658685,0.8398999266999838,-0.17578197387482775,0.8617778576674316
292190|226980|275290|IWD,"292190,226980,275290,IWD",3,1,0.18584655882131285,0.16659275431261833,1.115574081166603,-0.22198103708384131,0.43550598644194144
226490|292190|IWM|IWF,"226490,292190,IWM,IWF",2,2,0.17623336806717366,0.16661462363293514,1.0577304934255312,-0.22078596951932272,0.46408934978841576
069500|226490|226980|IWD,"069500,226490,226980,IWD",3,1,0.1783533749475824,0.1668141710434109,1.0691740026161722,-0.2243787577990427,0.4563514449340614
069500|292190|ITOT|IWF,"069500,292190,ITOT,IWF",2,2,0.1955753301455988,0.16687928764647053,1.1719568851463467,-0.21689875910796586,0.4988643177538996
292190|275290|IWM|IWF,"292190,275290,IWM,IWF",2,2,0.1871755315540815,0.1670334436975904,1.1205871555456752,-0.21249782721927224,0.43620725904735175
226490|229200|226980|IVV,"226490,229200,226980,IVV",3,1,0.12700124548276975,0.16712052924218831,0.7599380283120193,-0.25469140238669563,0.4192624085306176
226490|229200|226980|ITOT,"226490,229200,226980,ITOT",3,1,0.12473633767531286,0.1675783656517526,0.7443463074137477,-0.26029422396800594,0.42210207055896865
226490|226980|275290|IVV,"226490,226980,275290,IVV",3,1,0.18186049863569775,0.16785522789029253,1.0834366073754869,-0.23071006321049525,0.4758186972469809
IVV|ITOT|IWM|IWF,"IVV,ITOT,IWM,IWF",0,4,0.15023482611016414,0.16791168637224918,0.8947252532328417,-0.20228410209268022,0.8767938205711013
069500|226490|IWM|IWF,"069500,226490,IWM,IWF",2,2,0.17968234768035102,0.16792375140665342,1.070023425365375,-0.217973520160347,0.4604354105625921
069500|226980|275290|IWD,"069500,226980,275290,IWD",3,1,0.18929553843449023,0.16811120259098852,1.1260138260687054,-0.22021532853976822,0.432573944339291
IVV|ITOT|IWM|IJS,"IVV,ITOT,IWM,IJS",0,4,0.14266491990360092,0.168151836787892,0.8484291496830898,-0.1838820565314827,0.8446958053119928
226490|292190|IWM|IJS,"226490,292190,IWM,IJS",2,2,0.16866346186061043,0.16822383623765277,1.0026133372819805,-0.1954472216976758,0.4722547437640429
226490|229200|275290|IWD,"226490,229200,275290,IWD",3,1,0.15433681891479217,0.16824398323627873,0.9173393065595957,-0.23300432201190924,0.396977606787003
069500|229200|226980|IVV,"069500,229200,226980,IVV",3,1,0.1372456664440177,0.1683478279488105,0.8152505922782084,-0.2554327170658982,0.3901779174372795
IWM|IJS|IWD|IWF,"IWM,IJS,IWD,IWF",0,4,0.14126879233672063,0.1683538444641902,0.8391183033944276,-0.18258567232479694,0.7745567702389197
226490|226980|275290|ITOT,"226490,226980,275290,ITOT",3,1,0.17959559082824084,0.16840016293621535,1.066481098930207,-0.23646448754974247,0.4798538834419824
069500|275290|IWM|IWF,"069500,275290,IWM,IWF",2,2,0.19062451116725887,0.1685278778093232,1.1311155972837703,-0.2096671067062047,0.4338587089313824
229200|226980|275290|IJS,"229200,226980,275290,IJS",3,1,0.12952184855123264,0.16863315981854116,0.7680686805051005,-0.24613507955168656,0.3533543223364206
292190|229200|226980|IVV,"292190,229200,226980,IVV",3,1,0.13379668683084034,0.16874100221557004,0.7929115334986121,-0.25723429532522657,0.405057037869141
069500|229200|226980|ITOT,"069500,229200,226980,ITOT",3,1,0.1349807586365608,0.16881275087381448,0.7995886444469904,-0.26103145300331787,0.3929872820263123
069500|292190|226980|IWD,"069500,292190,226980,IWD",3,1,0.18514881629565294,0.16913643948559898,1.0946713603452516,-0.22695719249506263,0.4430048852719284
292190|229200|226980|ITOT,"292190,229200,226980,ITOT",3,1,0.13153177902338342,0.16920983673549986,0.7773293891240327,-0.2628235149048753,0.4079766486856326
292190|275290|IWM|IJS,"292190,275290,IWM,IJS",2,2,0.17960562534751828,0.16922564407418134,1.0613381106044826,-0.19489509438755692,0.4511336368886289
226490|292190|226980|IVV,"226490,292190,226980,IVV",3,1,0.17771377649686046,0.1693605652385065,1.0493220558551533,-0.2374799320041967,0.4923922882695731
069500|226490|IWM|IJS,"069500,226490,IWM,IJS",2,2,0.1721124414737878,0.1695797041634295,1.014935379931536,-0.19530873685313144,0.4696694102607974
226490|229200|226980|IJS,"226490,229200,226980,IJS",3,1,0.1185796850643248,0.1697927099194289,0.6983791301793462,-0.25036970660151814,0.3884130976917477
226490|292190|226980|ITOT,"226490,292190,226980,ITOT",3,1,0.17544886868940357,0.16993070666052654,1.0324730128963728,-0.2432021006776114,0.4966902859778228
292190|226980|275290|IVV,"292190,226980,275290,IVV",3,1,0.1886559399837683,0.17015010090470872,1.1087618460445325,-0.2332869775812243,0.463179747304296
069500|226490|226980|IVV,"069500,226490,226980,IVV",3,1,0.18116275611003788,0.1706188841080764,1.0617978019085073,-0.2357078205814397,0.48706610413947904
292190|226980|275290|ITOT,"292190,226980,275290,ITOT",3,1,0.18639103217631142,0.1707029579818127,1.0919027671223493,-0.2390278041788334,0.46729488228743804
069500|275290|IWM|IJS,"069500,275290,IWM,IJS",2,2,0.18305460496069564,0.17075964513099778,1.0720015541158205,-0.1948119178253659,0.4498536924952378
069500|229200|226980|IJS,"069500,229200,226980,IJS",3,1,0.12882410602557276,0.1708854918722189,0.7538621600592172,-0.25158540698947673,0.35910719695844967
069500|226490|226980|ITOT,"069500,226490,226980,ITOT",3,1,0.178897848302581,0.17117990035540814,1.0450867650416238,-0.24143916816887245,0.4912538556202699
069500|292190|IWM|IWF,"069500,292190,IWM,IWF",2,2,0.1864777890284216,0.17123186686501612,1.089036710529028,-0.22330528828292184,0.4595737342865441
229200|226980|275290|IWM,"229200,226980,275290,IWM",3,1,0.1265809600450435,0.1712556771450967,0.7391343875730176,-0.2661733238724868,0.37923683112930723
292190|229200|226980|IJS,"292190,229200,226980,IJS",3,1,0.12537512641239537,0.17128004836530833,0.7319890880985371,-0.25304510942946334,0.3737206802681905
229200|226980|275290|IWF,"229200,226980,275290,IWF",3,1,0.13709175475779586,0.17141613086011856,0.7997599413188683,-0.26848577772265103,0.3862528162162375
226490|226980|275290|IJS,"226490,226980,275290,IJS",3,1,0.17343893821725279,0.17144669903085294,1.011620166487086,-0.22606711385102807,0.4541793481433196
226490|292190|229200|IWD,"226490,292190,229200,IWD",3,1,0.1501900967759549,0.1715829002619618,0.8753208888919249,-0.23840552299548268,0.4242647231137974
069500|226980|275290|IVV,"069500,226980,275290,IVV",3,1,0.1921049195969457,0.17158782066790318,1.119572000210621,-0.23152309703162577,0.45915895228405623
292190|229200|275290|IWD,"292190,229200,275290,IWD",3,1,0.16113226026286276,0.17170219655127836,0.9384402966256816,-0.239195026783815,0.3946494796220585
IVV|IWM|IJS|IWF,"IVV,IWM,IJS,IWF",0,4,0.14407817349917607,0.17181193749228502,0.8385806923668834,-0.1947480067863201,0.7821676446977852
069500|226490|229200|IWD,"069500,226490,229200,IWD",3,1,0.1536390763891323,0.17191810960866774,0.893675929422773,-0.23604588969449414,0.4137948489404421
069500|226980|275290|ITOT,"069500,226980,275290,ITOT",3,1,0.18984001178948878,0.17213115316694189,1.102880032444632,-0.23727297678792003,0.4631638410397396
069500|229200|275290|IWD,"069500,229200,275290,IWD",3,1,0.16458123987604012,0.17222168811431546,0.9556359694186493,-0.23647505678648073,0.38548499455855745
226490|292190|226980|IJS,"226490,292190,226980,IJS",3,1,0.1692922160784155,0.17254759150294824,0.9811334635495209,-0.23283443548044913,0.4652161584312193
069500|292190|IWM|IJS,"069500,292190,IWM,IJS",2,2,0.17890788282185838,0.17258733077238164,1.0366223408241515,-0.20152484029836826,0.4670738011212759
226490|229200|275290|IVV,"226490,229200,275290,IVV",3,1,0.15714620007724764,0.17261062760625015,0.9104086014664224,-0.24749522242111555,0.4332799116782023
226490|229200|226980|IWM,"226490,229200,226980,IWM",3,1,0.11563879655813566,0.17273829510861913,0.6694450497234624,-0.27048578280687996,0.4185255167765944
226490|226980|275290|IWF,"226490,226980,275290,IWF",3,1,0.181008844423816,0.17288253134153192,1.0470048247166768,-0.24909761103489492,0.47820136104454375
226490|229200|275290|ITOT,"226490,229200,275290,ITOT",3,1,0.15488129226979075,0.1730422073520705,0.8950492174124336,-0.2497634952284684,0.43589586579432105
069500|292190|226980|IVV,"069500,292190,226980,IVV",3,1,0.1879581974581084,0.17304276621362996,1.0861950578509858,-0.23828745088842196,0.4749321024358159
226490|229200|226980|IWF,"226490,229200,226980,IWF",3,1,0.126149591270888,0.17313068098730616,0.7286379892431499,-0.2728485222547469,0.4280725754372146
ITOT|IWM|IJS|IWF,"ITOT,IWM,IJS,IWF",0,4,0.14181326569171918,0.17323207983736139,0.8186316635167129,-0.2011530449490435,0.7962691660175265
292190|226980|275290|IJS,"292190,226980,275290,IJS",3,1,0.18023437956532334,0.17358768967893293,1.0382900993652493,-0.22878186127297917,0.4410533514385541
069500|292190|226980|ITOT,"069500,292190,226980,ITOT",3,1,0.18569328965065152,0.17361094230860957,1.069594388356953,-0.24400510802216946,0.4791998027047473
069500|226490|226980|IJS,"069500,226490,226980,IJS",3,1,0.1727411956915929,0.17377573164244664,0.9940467179100569,-0.2314131836358293,0.46015561142324585
069500|229200|226980|IWM,"069500,229200,226980,IWM",3,1,0.1258832175193836,0.17392843277532147,0.7237644559357236,-0.2712168017712663,0.3889835945224682
226490|226980|275290|IWM,"226490,226980,275290,IWM",3,1,0.17049804971106364,0.17426225823918354,0.9783991750930179,-0.24693007931274158,0.48450822129437987
292190|229200|226980|IWM,"292190,229200,226980,IWM",3,1,0.12243423790620624,0.1743260466838038,0.7023289992245393,-0.273014688615282,0.4041495222975673
069500|229200|226980|IWF,"069500,229200,226980,IWF",3,1,0.13639401223213596,0.17441132832148937,0.7820249610204404,-0.2735894305971125,0.39943200184481187
226490|229200|275290|IJS,"226490,229200,275290,IJS",3,1,0.14872463965880267,0.17463568553816303,0.8516280003167048,-0.23870200489309035,0.39803246411811427
226490|292190|226980|IWF,"226490,292190,226980,IWF",3,1,0.17686212228497872,0.1748091721313314,1.0117439498661145,-0.25584580840000437,0.4977330880615671
292190|229200|226980|IWF,"292190,229200,226980,IWF",3,1,0.1329450326189586,0.17485530758310786,0.7603145392413695,-0.2753714950161956,0.4151140908771309
069500|226980|275290|IJS,"069500,226980,275290,IJS",3,1,0.18368335917850073,0.17499011512016333,1.0496784864240354,-0.22737101068797982,0.43729819354043503
292190|226980|275290|IWF,"292190,226980,275290,IWF",3,1,0.18780428577188657,0.17527104811452823,1.0715077463858644,-0.2516560674723224,0.46680929720325176
069500|292190|229200|IWD,"069500,292190,229200,IWD",3,1,0.16043451773720285,0.17546725857988932,0.9143273738682015,-0.24185380215353858,0.41197167001451923
226490|292190|226980|IWM,"226490,292190,226980,IWM",3,1,0.16635132757222637,0.17580496748344096,0.9462265483931503,-0.2536316217556235,0.5000913648187697
069500|226490|226980|IWF,"069500,226490,226980,IWF",3,1,0.18031110189815613,0.17596453258579142,1.02470139435767,-0.2540914397957138,0.4916039353310154
069500|292190|226980|IJS,"069500,292190,226980,IJS",3,1,0.17953663703966344,0.17605123210066023,1.019797674219118,-0.23412857023163447,0.44753456295750205
292190|229200|275290|IVV,"292190,229200,275290,IVV",3,1,0.1639416414253182,0.1761330831830369,0.9307827834646522,-0.2535987271943173,0.43216434247172747
226490|292190|229200|IVV,"226490,292190,229200,IVV",3,1,0.15299947793841034,0.17630865702440096,0.8677933376648395,-0.2528838615363347,0.4659092372241189
292190|226980|275290|IWM,"292190,226980,275290,IWM",3,1,0.17729349105913422,0.17649309157937557,1.0045350187511373,-0.24949401780737024,0.47169864753414453
292190|229200|275290|ITOT,"292190,229200,275290,ITOT",3,1,0.1616767336178613,0.1765707943948605,0.9156482201485031,-0.2558552039349341,0.43486024537598683
069500|226490|229200|IVV,"069500,226490,229200,IVV",3,1,0.15644845755158776,0.17658703238747,0.8859566607830304,-0.2501868775446876,0.45435061013317424
069500|229200|275290|IVV,"069500,229200,275290,IVV",3,1,0.16739062103849559,0.17659167948838156,0.9478964214138338,-0.2509162175999178,0.4219111044906372
069500|226980|275290|IWF,"069500,226980,275290,IWF",3,1,0.19125326538506396,0.17660331588438266,1.0829539888722826,-0.24990942877765987,0.4619855335825545
226490|292190|229200|ITOT,"226490,292190,229200,ITOT",3,1,0.15073457013095345,0.17676008023815473,0.8527636439622779,-0.25515303289175106,0.4687880028534859
069500|226490|226980|IWM,"069500,226490,226980,IWM",3,1,0.1698003071854038,0.17700071462324954,0.9593198962322158,-0.2518615433064679,0.4944783733454379
069500|229200|275290|ITOT,"069500,229200,275290,ITOT",3,1,0.1651257132310387,0.17702348536100948,0.9327898662388932,-0.2531763029886315,0.42449676116743795
069500|226490|229200|ITOT,"069500,226490,229200,ITOT",3,1,0.15418354974413084,0.17703297459690154,0.8709312493630178,-0.25318858886609175,0.45711912953508255
226490|229200|275290|IWM,"226490,229200,275290,IWM",3,1,0.14578375115261355,0.17781949554416498,0.81984121429703,-0.2581642290309635,0.43062560810951883
069500|226980|275290|IWM,"069500,226980,275290,IWM",3,1,0.18074247067231158,0.17786286449911995,1.016190035965635,-0.24773163878153592,0.4673910451706671
226490|292190|229200|IJS,"226490,292190,229200,IJS",3,1,0.1445779175199654,0.1779297997514651,0.8125559502787836,-0.24487800015765882,0.42512500892933835
292190|229200|275290|IJS,"292190,229200,275290,IJS",3,1,0.15552008100687326,0.17801430556007658,0.8736381074406858,-0.24487816622640712,0.39642984814955895
069500|226490|229200|IJS,"069500,226490,229200,IJS",3,1,0.14802689713314277,0.17819871526832778,0.8306844239042187,-0.24340372139493793,0.4138320189605143
226490|229200|275290|IWF,"226490,229200,275290,IWF",3,1,0.1562945458653659,0.17840713880486722,0.8760554477380696,-0.26422900598545207,0.4425141089800151
069500|229200|275290|IJS,"069500,229200,275290,IJS",3,1,0.15896906062005062,0.17846115060433052,0.890776844605826,-0.2421609344981639,0.3864422472905893
069500|292190|226980|IWF,"069500,292190,226980,IWF",3,1,0.18710654324622666,0.17847241638148129,1.0483779344719024,-0.2566519530117368,0.4807168197287451
069500|292190|226980|IWM,"069500,292190,226980,IWM",3,1,0.17659574853347432,0.17935731298881083,0.9846030005171365,-0.2544277515399449,0.48217374782422445
069500|292190|229200|IVV,"069500,292190,229200,IVV",3,1,0.1632438988996583,0.18019081622866262,0.905950160592543,-0.2562823236499616,0.45373998916572117
069500|292190|229200|ITOT,"069500,292190,229200,ITOT",3,1,0.1609789910922014,0.1806422708542538,0.8911479596161788,-0.2585433036259066,0.45658845735576997
292190|229200|275290|IWM,"292190,229200,275290,IWM",3,1,0.1525791925006841,0.1812594953247023,0.841772135729269,-0.2608125120433261,0.4293394150854936
226490|292190|229200|IWM,"226490,292190,229200,IWM",3,1,0.14163702901377626,0.18150073055537558,0.7803661648103561,-0.26518062214880234,0.4622644861572331
069500|292190|229200|IJS,"069500,292190,229200,IJS",3,1,0.15482233848121335,0.18166884284525503,0.8522228471124823,-0.24749339550613958,0.4127343512309807
069500|229200|275290|IWM,"069500,229200,275290,IWM",3,1,0.1560281721138615,0.18168881844307028,0.8587659573709584,-0.2590032639094342,0.41879936976116566
069500|226490|229200|IWM,"069500,226490,229200,IWM",3,1,0.14508600862695364,0.18175482520887604,0.7982512071424684,-0.2633648012853542,0.4504190517230508
292190|229200|275290|IWF,"292190,229200,275290,IWF",3,1,0.16308998721343645,0.18197096681011277,0.896241802043187,-0.2702344838974635,0.4426454258749332
069500|229200|275290|IWF,"069500,229200,275290,IWF",3,1,0.16653896682661384,0.1823531149865219,0.9132773346861833,-0.267593513301316,0.4315892192933854
226490|292190|229200|IWF,"226490,292190,229200,IWF",3,1,0.1521478237265286,0.18243265729042246,0.8339944502607222,-0.26961252263561686,0.4781015705203628
226490|292190|275290|IWD,"226490,292190,275290,IWD",3,1,0.20504934992888288,0.18256805084978192,1.123139284088642,-0.2504111272181184,0.5679820827909697
069500|226490|229200|IWF,"069500,226490,229200,IWF",3,1,0.155596803339706,0.18264002688957887,0.8519315617149862,-0.2669576111797156,0.46573997482896057
069500|226490|275290|IWD,"069500,226490,275290,IWD",3,1,0.20849832954206027,0.1845808656321418,1.1295771575672664,-0.25041387482603905,0.5683705340292362
069500|292190|229200|IWM,"069500,292190,229200,IWM",3,1,0.1518814499750242,0.18527645331582965,0.819755814928738,-0.2660133682929223,0.4496378069380473
226490|292190|275290|IVV,"226490,292190,275290,IVV",3,1,0.20785873109133834,0.1861087262661893,1.1168671951149687,-0.25549613561103757,0.5996445519244608
069500|226490|292190|IWD,"069500,226490,292190,IWD",3,1,0.204351607403223,0.18621904650535534,1.097372214272111,-0.25676699367797695,0.5855276618413278
069500|292190|229200|IWF,"069500,292190,229200,IWF",3,1,0.16239224468777655,0.18627673237496237,0.8717795433564511,-0.2729543631173422,0.46637623996290034
226490|292190|275290|ITOT,"226490,292190,275290,ITOT",3,1,0.20559382328388143,0.18661683049230285,1.1016896104253646,-0.2556073618596397,0.6037188417204781
069500|226490|275290|IVV,"069500,226490,275290,IVV",3,1,0.21130771070451573,0.1880387020679508,1.123745847959301,-0.2554835064036862,0.5989442502451376
226490|292190|275290|IJS,"226490,292190,275290,IJS",3,1,0.19943717067289338,0.1884914563611614,1.0580700819179798,-0.2536557085336014,0.5680702853648886
069500|292190|275290|IWD,"069500,292190,275290,IWD",3,1,0.21529377089013083,0.1885058172919055,1.1421067741200983,-0.2564246213722692,0.5681137758221051
069500|226490|275290|ITOT,"069500,226490,275290,ITOT",3,1,0.20904280289705884,0.18853712517467705,1.1087620154565503,-0.255590634438164,0.6029082938136964
069500|226490|292190|IVV,"069500,226490,292190,IVV",3,1,0.20716098856567847,0.1900569672789705,1.089994181910744,-0.26182818036336797,0.6214435872763514
069500|226490|275290|IJS,"069500,226490,275290,IJS",3,1,0.20288615028607077,0.19039079710466147,1.0656300271411772,-0.2536392177626423,0.5676356208076864
069500|226490|292190|ITOT,"069500,226490,292190,ITOT",3,1,0.20489608075822158,0.19057689148060317,1.0751360207755085,-0.26193555563747895,0.6256704423581584
226490|292190|275290|IWF,"226490,292190,275290,IWF",3,1,0.2070070768794566,0.1910534496017665,1.0835034767021687,-0.2597758547436184,0.6054093821116703
226490|292190|275290|IWM,"226490,292190,275290,IWM",3,1,0.19649628216670423,0.19177314842408244,1.0246287542413246,-0.25820631661956883,0.605426216658997
069500|292190|275290|IVV,"069500,292190,275290,IVV",3,1,0.2181031520525863,0.1920305405251792,1.135773254900506,-0.2614297254285012,0.5999000499964763
069500|226490|292190|IJS,"069500,226490,292190,IJS",3,1,0.1987394281472335,0.1920490306018661,1.0348369243229203,-0.25995976569865986,0.5845981771042076
069500|292190|275290|ITOT,"069500,292190,275290,ITOT",3,1,0.21583824424512937,0.19253214865871326,1.1210504102757872,-0.26154370790086456,0.6039440423531757
069500|226490|275290|IWF,"069500,226490,275290,IWF",3,1,0.210456056492634,0.19287556506262468,1.0911493968886163,-0.2597361324131635,0.6039061118318898
069500|226490|275290|IWM,"069500,226490,275290,IWM",3,1,0.19994526177988164,0.19363135016925812,1.032607899521975,-0.25817805200149624,0.6044391076364365
069500|292190|275290|IJS,"069500,292190,275290,IJS",3,1,0.20968159163414132,0.1942391997843237,1.0795019330133377,-0.25964175253706157,0.5681043737969445
069500|226490|292190|IWF,"069500,226490,292190,IWF",3,1,0.20630933435379673,0.1952596589787254,1.0565896480249166,-0.26608174907793847,0.6293635848575346
069500|226490|292190|IWM,"069500,226490,292190,IWM",3,1,0.19579853964104438,0.19567479531528684,1.000632397880157,-0.26449516183155697,0.6259479971694478
069500|292190|275290|IWF,"069500,292190,275290,IWF",3,1,0.21725149784070455,0.1969112743688097,1.1032963883713338,-0.26564264896237444,0.6061087976846214
069500|292190|275290|IWM,"069500,292190,275290,IWM",3,1,0.20674070312795217,0.19752739609534725,1.0466431857794432,-0.2641320014328147,0.6052242835702247
226490|229200|226980|275290,"226490,229200,226980,275290",4,0,0.14641250537041864,0.199914197067632,0.732376727206055,-0.315990110787579,0.6168334645532899
292190|229200|226980|275290,"292190,229200,226980,275290",4,0,0.1532079467184892,0.20240513475772834,0.7569370554846526,-0.3182787947307254,0.6055218322030423
226490|292190|229200|226980,"226490,292190,229200,226980",4,0,0.14226578323158134,0.20256701109082667,0.7023146684421998,-0.3222847956924061,0.6414886033920332
069500|229200|226980|275290,"069500,229200,226980,275290",4,0,0.15665692633166658,0.20270909517563107,0.7728164648751256,-0.316656345403322,0.5925065733739865
069500|226490|229200|226980,"069500,226490,229200,226980",4,0,0.14571476284475873,0.20271411363198377,0.7188190315613436,-0.3206558392173814,0.627167955453123
069500|292190|229200|226980,"069500,292190,229200,226980",4,0,0.1525102041928293,0.20531069204865646,0.7428264094335915,-0.32294653287507014,0.616361271341897
226490|292190|226980|275290,"226490,292190,226980,275290",4,0,0.19712503638450932,0.2100578195308032,0.9384322698617872,-0.3003716834011807,0.7745267708058073
069500|226490|226980|275290,"069500,226490,226980,275290",4,0,0.20057401599768673,0.21167844350966844,0.9475410564823313,-0.2987773911473349,0.7710644482785188
069500|226490|292190|226980,"069500,226490,292190,226980",4,0,0.19642729385884944,0.21295129677113211,0.9224047791075829,-0.3049346784729644,0.7855895986025591
226490|292190|229200|275290,"226490,292190,229200,275290",4,0,0.17241073782605923,0.21464564739463007,0.8032342603671755,-0.310865574784012,0.7262686414478097
069500|292190|226980|275290,"069500,292190,226980,275290",4,0,0.20736945734575726,0.2147059771497476,0.9658299228489878,-0.3010984601219868,0.7618241848860846
069500|226490|229200|275290,"069500,226490,229200,275290",4,0,0.17585971743923662,0.21546847740536668,0.8161737603426183,-0.30922639422945764,0.7165738759596706
069500|226490|292190|229200,"069500,226490,292190,229200",4,0,0.17171299530039932,0.21851738227550183,0.7858093187475009,-0.31567947042557487,0.7471547608070352
069500|292190|229200|275290,"069500,292190,229200,275290",4,0,0.18265515878730718,0.2194773629641507,0.8322277811272133,-0.31162799342867187,0.7188569933034467
069500|226490|292190|275290,"069500,226490,292190,275290",4,0,0.22657224845332732,0.23403035519431123,0.9681318829995725,-0.31905565299336247,0.9682302796164097
