date,069500,226490,292190,229200,226980,275290,IVV,ITOT,IWM,IJS,IWD,IWF
2025-01-31,32572.0,25100.0,15427.0,12258.0,12529.0,9639.0,863107.4862,189362.27070000002,324178.61085,157207.79835,274391.58465,147881.7063
2025-02-07,32567.0,25144.0,15470.0,12506.0,12611.0,9686.0,862176.3444000001,189084.26679999998,323602.82159999997,154528.6482,274074.63800000004,147498.9944
2025-02-14,33468.0,25813.0,15907.0,12740.0,13039.0,10007.0,867575.8016700001,189991.9535,320867.30471,153779.06757,273523.81592,149231.89173
2025-02-21,34388.0,26438.0,16314.0,13049.0,13433.0,10271.0,848888.88914,185202.5122,307528.87976,148760.04774,269413.88759999996,144298.63566
2025-02-28,32898.0,25391.0,15558.0,12576.0,13048.0,9935.0,856041.654,186720.422,308619.472,149391.288,276800.67,143204.684
2025-03-07,33234.0,25658.0,15722.0,12193.0,13313.0,10170.0,823507.76885,179234.4437,293981.2122,144031.017,268164.89245,136499.99480000001
2025-03-14,33482.0,25677.0,15829.0,12188.0,13433.0,10213.0,807017.4138,175595.1953,290312.5966,139983.0371,263795.2013,133344.2801
2025-03-21,34909.0,26497.0,16386.0,11854.0,13448.0,10477.0,818799.3018,178466.418,295070.6196,142045.35570000001,268939.8288,135028.6947
2025-03-28,33935.0,25789.0,15858.0,11451.0,12942.0,10242.0,808167.7768600001,175963.63987,290808.39677,140376.33194,268204.42156000005,131872.0785
2025-04-04,32582.0,24887.0,15335.0,11357.0,12745.0,9969.0,730577.8713,158818.8816,261274.72079999998,126031.704,243853.75680000003,118396.8102
2025-04-11,31963.0,24528.0,15034.0,11426.0,12664.0,9725.0,751689.2481,162542.506,258567.43360000002,121450.1701,245153.33570000003,123765.2633
2025-04-18,32513.0,25018.0,15349.0,11725.0,13154.0,9916.0,737764.99668,160390.71018,260730.8964,122521.73399999998,244671.75216,120421.05785999999
2025-04-25,33283.0,25653.0,15669.0,11854.0,13496.0,10156.0,784625.9210399999,170571.23426,275857.90508,129338.52982,254475.57925999997,130690.78998
2025-05-02,33495.0,25822.0,15811.0,11780.0,13838.0,10152.0,786051.3164499999,170954.26925,277317.46785,129271.97744999999,253842.90344999998,131451.45010000002
2025-05-09,33790.0,25955.0,15861.0,11640.0,14113.0,10231.0,781719.4298399999,170263.69314,277437.00048,130009.22459999999,253740.76613999996,130532.7498
2025-05-16,34678.0,26495.0,16232.0,11610.0,14660.0,10691.0,823412.8,179427.92,289968.0,136300.78,262060.26,139818.0
2025-05-23,34160.0,26139.0,16019.0,11475.0,14556.0,10459.0,783463.5073500001,170498.61495000002,273197.2392,126795.6219,249337.6026,132816.9675
2025-05-30,35639.0,27248.0,16678.0,11890.0,15334.0,11152.0,806810.3618799999,175543.32862,279942.48282,130116.23898,255550.26953,137469.35181999998
2025-06-06,37267.0,28358.0,17480.0,12155.0,15871.0,11637.0,804456.18265,175324.23375,283702.88645,130106.39145000001,253479.1169,137573.2457
2025-06-13,38327.0,29319.0,17975.0,12454.0,16358.0,11855.0,805638.9735,175234.0203,281116.20375000004,129960.50265000001,253545.00660000002,137604.55635
2025-06-20,40077.0,30518.0,18802.0,12779.0,17042.0,12082.0,810128.3994,176441.7978,284498.9286,131365.392,256074.441,137977.767
2025-06-27,40861.0,30934.0,19020.0,12634.0,17372.0,12439.0,830620.88162,180883.41814999998,290316.96385,133926.59982,258998.07927,142985.37067
2025-07-04,40915.0,30919.0,19070.0,12509.0,17052.0,12612.0,847635.35395,184791.06675,301483.69265000004,139865.29744999998,265225.02495,145661.02565
2025-07-11,42429.0,32152.0,19823.0,12999.0,18155.0,13270.0,851677.1581199999,185599.82256,301878.7239,140825.37462000002,265723.11264,146519.9484
2025-07-18,42740.0,32286.0,20006.0,13688.0,18312.0,13181.0,867274.90024,189093.94783999998,306213.36955999996,140574.70056,268199.72816,150521.43988
2025-07-25,42710.0,32355.0,19917.0,13423.0,18244.0,13067.0,875190.9418500001,190675.52044,307282.41010000004,142098.24128000002,271033.75957,151603.84517
2025-08-01,41723.0,31563.0,19496.0,12779.0,17392.0,12647.0,856959.41175,186475.90068,295305.57065999997,135373.96597999998,263301.92374,149351.9257
2025-08-08,43015.0,32430.0,20031.0,13423.0,18199.0,12939.0,877855.01625,190787.49375000002,302550.89625,139081.88999999998,267109.15125,154111.0125
2025-08-15,43287.0,32608.0,20253.0,13693.0,17672.0,12884.0,887935.6587500001,193192.7452,312352.23565,144593.0374,271089.78260000004,155399.1789
2025-08-22,42535.0,32058.0,19877.0,13088.0,17466.0,12587.0,886603.2468,193330.0133,321546.84425,149515.26005,274656.2938,153435.82235
2025-08-29,42773.0,32266.0,19966.0,13243.0,17672.0,12686.0,890393.4373999999,194251.6511,323478.7296,149977.07046,275715.473,154248.75974
2025-09-05,43045.0,32489.0,20120.0,13523.0,17800.0,12864.0,892446.3038400001,194866.24404000002,326725.64652,152041.6014,275383.16988,155372.92836000002
2025-09-12,45926.0,34386.0,21481.0,14087.0,18647.0,13770.0,911079.6841000001,198705.6577,329160.06876,151859.70752000003,278199.36306,159927.35216
2025-09-19,47015.0,34867.0,21992.0,14282.0,18775.0,14087.0,923387.3836,201485.67779999998,336905.6889,153403.03329999998,279957.1236,163223.3845
2025-09-26,46580.0,34287.0,21600.0,13823.0,17914.0,13706.0,929015.2781100001,202534.27743,337673.8992,153834.9222,282794.84208000003,163368.15942
2025-10-03,49080.0,35892.0,22873.0,14092.0,18056.0,14503.0,937737.0785999999,204449.20020000002,343297.3068,156436.5915,285006.4224,164844.2607
2025-10-10,50327.0,36477.0,23329.0,14162.0,18180.0,14765.0,928125.2237,202118.1395,336789.83749999997,149565.7251,281272.8306,163462.5646
2025-10-17,52213.0,37997.0,24136.0,14282.0,18362.0,15255.0,941200.01352,204993.20582000003,343590.0091,153693.02962,285105.5896,165625.28762
2025-10-24,54708.0,39984.0,25299.0,14826.0,19430.0,15909.0,970887.10308,211513.06482000003,356345.7807,161221.14852,293475.81144,171241.96344000002
2025-10-31,57711.0,41648.0,26721.0,15346.0,19819.0,16518.0,973260.0678,211738.2171,350210.0102,156278.3944,289720.7874,173477.97689999998
2025-11-07,55527.0,40018.0,25691.0,15166.0,19351.0,16265.0,976841.4622,212397.60275,350473.54600000003,159646.80635,295266.11425000004,171772.4334
2025-11-14,56088.0,40746.0,26037.0,15685.0,19893.0,16483.0,972624.05702,210946.23638,342502.79018999997,158441.6647,294100.46511999995,170603.96639
2025-11-21,53820.0,39142.0,25002.0,15066.0,19435.0,15844.0,965935.71495,209530.26945000002,344093.94135,157447.99845,295279.57755,167874.0174
2025-11-28,55234.0,39998.0,25691.0,15880.0,19834.0,16270.0,998615.0416,216994.43164,362139.13208,164551.4912,304396.93659999996,174231.05108
2025-12-05,57805.0,41623.0,26681.0,15720.0,20523.0,16993.0,1006296.7545899999,218905.86059999999,366697.74014999997,166563.63684,306459.36504,175866.34769999998
2025-12-12,58554.0,42346.0,26953.0,15805.0,20454.0,17196.0,1003055.9567000001,218400.7406,372133.84249999997,171118.5735,309155.8918,173568.3257
2025-12-19,56693.0,40930.0,26196.0,15246.0,19932.0,16829.0,1004819.039,218692.4178,369131.239,169612.0284,308055.10599999997,174650.9738
2025-12-26,58668.0,42024.0,27038.0,15361.0,19666.0,17498.0,994509.96848,216194.00054,361095.00738,165948.32942000002,304274.20224,172878.82152
2026-01-02,62192.0,43936.0,28707.0,15800.0,19676.0,18488.0,986059.90367,214455.31316000002,357922.83583,164727.72787,304442.93123,170088.72063
2026-01-09,66678.0,46735.0,30524.0,15895.0,19883.0,19443.0,1011624.0579,220454.9,378101.8926,174699.3469,315265.97239999997,173381.57809999998
2026-01-16,70227.0,49326.0,32014.0,15950.0,21000.0,20438.0,1018407.4179000001,222310.25307,390080.16315000004,178652.30334,320534.78121,173092.45776000002
2026-01-23,72480.0,50861.0,33183.0,16549.0,21857.0,20953.0,1007010.07875,219717.37125000003,385679.385,176819.76,317314.8225,170906.8725
2026-01-30,76808.0,53328.0,35347.0,20474.0,22477.0,22601.0,997933.4114999999,216891.79335,373251.2803,173805.05054999999,315170.75865,167854.36615
2026-02-06,74712.0,51892.0,34243.0,18507.0,22462.0,22032.0,1009595.3791,220054.6579,386117.15449999995,184051.3983,326271.3839,166795.7522
2026-02-13,81334.0,56186.0,37120.0,18931.0,24190.0,24294.0,983936.85102,214541.15749999997,378297.5464599999,179381.0381,320934.06952,161211.87052
2026-02-20,85746.0,59064.0,39165.0,20200.0,24958.0,25700.0,996436.1625,217213.49970000001,381198.19511999993,180851.90675999998,323619.46463999996,163850.16161999997
2026-02-27,93515.0,63998.0,42656.0,21074.0,25332.0,27318.0,987421.104,215147.664,374870.16000000003,175817.52,322500.528,161783.712
2026-03-06,83023.0,57177.0,38031.0,20504.0,22989.0,24249.0,995344.2137599998,216541.61823999998,370177.90816,174856.9504,320340.73632,165300.18592
2026-03-13,81016.0,56023.0,37214.0,19900.0,23221.0,23759.0,990832.7052500001,215452.66275,367737.93025000003,172609.18774999998,319346.81675,163796.69975
2026-03-20,86103.0,59079.0,39383.0,20065.0,24865.0,25789.0,977386.61226,212636.53003,363603.53244,171721.32951,316958.13338,160651.10114
2026-03-27,80703.0,55527.0,36803.0,19805.0,23826.0,24126.0,960168.38874,209452.8348,366549.41334,175436.5107,316471.13916,155843.32566000003
2026-04-03,80057.0,55176.0,36560.0,18057.0,23393.0,23759.0,992759.22018,216483.63281999997,378697.90322,178939.48254,324540.62731999997,162262.00535999998
2026-04-10,88085.0,59956.0,39750.0,18552.0,25259.0,26279.0,1009954.7836500001,219998.45114999998,386718.63164999994,181565.86169999998,328079.43705,165361.2945
2026-04-17,93446.0,63552.0,42483.0,19526.0,26918.0,28066.0,1038716.4160000001,226575.94,401683.37600000005,185349.774,330595.97599999997,173736.934
2026-04-24,97370.0,66266.0,44201.0,20270.0,28641.0,29259.0,1056442.31888,230287.90927999996,407587.2008,189174.24031999998,335136.1312,176743.12863999998
2026-05-01,99704.0,67636.0,45171.0,19855.0,28835.0,30010.0,1066860.05025,232489.79624999998,411657.06075,190382.22825,340022.83725000004,177218.1465
2026-05-08,115577.0,76947.0,51766.0,20125.0,29402.0,34496.0,1080618.7891099998,235086.07458,414555.76211,189020.84621,340956.30212,180493.88245
2026-05-15,116964.0,77156.0,52345.0,18975.0,27627.0,35279.0,1108841.39575,240625.48799999998,414719.59675,187395.952,346596.07550000004,186080.548
2026-05-22,123102.0,80298.0,54834.0,19780.0,27538.0,36655.0,1133850.25488,246625.32776,431671.30383999995,195655.21416,357511.35167999996,189533.36751999997
2026-05-29,134544.0,86662.0,59493.0,18730.0,26747.0,39781.0,1140660.37008,248372.65727999998,436001.95583999995,195878.46167999998,356956.01568,192219.69096
2026-06-05,130766.0,84019.0,57872.0,17555.0,25435.0,38365.0,1151985.3222,250896.4178,438050.31440000003,202126.06490000003,367419.6635,191105.8057
2026-06-12,129010.0,83799.0,57623.0,18015.0,25753.0,39028.0,1128316.2943499999,246436.18397999997,443730.46284,204849.18782999998,366469.79355,184478.30856
2026-06-19,146614.0,92961.0,64617.0,16965.0,24952.0,44143.0,1155169.4,252329.0,455208.6,205312.8,372957.2,189712.6
2026-06-26,137104.0,86198.0,60416.0,15260.0,22432.0,41974.0,1121395.086,247002.714,460478.914,210297.094,372830.80799999996,182821.632
2026-07-03,130746.0,83425.0,57109.0,15230.0,23620.0,40364.0,1152582.2,252190.4,458273.19999999995,208592.99999999997,380087.4,186586.4
2026-07-10,120362.0,76678.0,52779.0,14420.0,22750.0,37787.0,1136027.835,248076.67500000002,443541.015,202282.515,369889.74,185739.075
2026-07-17,108781.0,70104.0,47626.0,13580.0,21860.0,34601.0,1109625.92,242262.58,436943.44,203492.84,368572.58,177398.68
2026-07-24,106151.0,68987.0,46408.0,12510.0,21949.0,33744.0,1082732.06,236277.0,424671.445,198180.97999999998,362058.04000000004,171592.525
2026-07-31,108820.0,67850.0,47000.0,12100.0,20215.0,33945.0,1077084.36,234862.15500000003,418017.6,195170.58000000002,361487.61,169848.36
2026-08-07,98090.0,64285.0,43260.0,13605.0,22270.0,30585.0,1094800.935,239023.01,425048.82,196188.305,363030.82,175623.69999999998
2026-08-14,110060.0,71560.0,48565.0,14830.0,23105.0,34580.0,1104614.6439999999,241360.08399999997,432037.94899999996,199216.948,366160.97699999996,177423.169
2026-08-21,109980.0,70890.0,48615.0,13810.0,21695.0,34560.0,1066263.66,232806.42,415744.56,191863.98,356603.94,169632.54
2026-08-28,107180.0,69810.0,47405.0,14475.0,23780.0,33640.0,1066353.5,232404.365,407987.125,189722.635,356366.235,169333.625
2026-09-04,105720.0,68695.0,46655.0,13820.0,22790.0,33690.0,1044869.3919999999,227680.86399999997,399643.10099999997,185692.754,347826.263,166615.841
