date,open,high,low,close,volume,exchange
2021-09-07,71.0438,71.119,70.7525,71.0049,1283770.0,AMS
2021-09-08,70.971,70.971,70.3569,70.7938,1276075.0,AMS
2021-09-09,70.8447,71.1166,70.5025,70.5219,1086362.0,AMS
2021-09-10,70.8763,71.0001,69.9224,69.9685,842365.0,AMS
2021-09-13,70.4078,70.4465,69.4879,69.8447,2198562.0,AMS
2021-09-14,70.0802,70.2112,69.5535,69.6894,1630903.0,AMS
2021-09-15,69.8108,70.3156,69.4054,70.2404,2756275.0,AMS
2021-09-16,70.0316,70.4345,69.7064,70.3302,1223237.0,AMS
2021-09-17,70.2064,70.2986,69.42,69.5195,2857100.0,AMS
2021-09-20,68.4467,68.7816,67.3714,68.2064,1312044.0,AMS
2021-09-21,68.6214,68.8836,68.1627,68.3811,1293094.0,AMS
2021-09-22,68.6166,69.2768,68.3909,69.0219,1422416.0,AMS
2021-09-23,69.2986,69.9248,69.2355,69.7137,1978583.0,AMS
2021-09-24,69.3145,69.8614,69.2926,69.7836,1126641.0,AMS
2021-09-27,69.2658,69.3825,68.8696,69.1856,4785565.0,AMS
2021-09-28,68.3785,68.4794,67.1289,67.2213,4000859.0,AMS
2021-09-29,67.5811,67.851,67.0536,67.1605,1592684.0,AMS
2021-09-30,67.4279,67.6735,66.6111,66.6208,2579312.0,AMS
2021-10-01,66.8421,67.5544,66.1735,67.3331,2475662.0,AMS
2021-10-04,67.0317,67.0645,65.4345,65.8794,1933036.0,AMS
2021-10-05,66.1249,67.1338,66.0471,66.7229,1406490.0,AMS
2021-10-06,66.1273,67.197,65.9499,67.1581,2559828.0,AMS
2021-10-07,67.7634,68.3177,67.7124,67.868,1336083.0,AMS
2021-10-08,68.06,68.0654,67.5009,67.5738,1131447.0,AMS
2021-10-11,67.3696,68.0017,67.1484,67.1557,1195592.0,AMS
2021-10-12,67.4401,67.5276,67.0074,67.1387,1002139.0,AMS
2021-10-13,67.4474,67.7391,67.107,67.6224,1301119.0,AMS
2021-10-14,68.2569,68.8477,68.1767,68.782,1057798.0,AMS
2021-10-15,69.1297,69.3473,68.9376,69.3363,1305374.0,AMS
2021-10-18,69.0616,70.017,69.0203,69.9806,2180234.0,AMS
2021-10-19,70.2528,70.5421,70.1313,70.4862,981999.0,AMS
2021-10-20,70.5879,70.6661,70.1459,70.3938,894736.0,AMS
2021-10-21,70.248,70.97,70.1994,70.919,660762.0,AMS
2021-10-22,70.7609,70.9676,70.2407,70.564,1860595.0,AMS
2021-10-25,70.7901,71.2982,70.4425,71.1402,2623005.0,AMS
2021-10-26,71.5632,71.8671,71.077,71.2447,1340596.0,AMS
2021-10-27,71.3857,71.8865,71.2593,71.269,1009111.0,AMS
2021-10-28,71.6264,72.0859,71.5024,72.0688,951071.0,AMS
2021-10-29,71.4441,72.4481,71.4149,72.4457,1322722.0,AMS
2021-11-01,72.5721,72.5721,72.0786,72.4408,1678565.0,AMS
2021-11-02,72.4408,72.7982,72.3606,72.7106,1495803.0,AMS
2021-11-03,72.7763,73.3427,72.4724,73.2892,1068807.0,AMS
2021-11-04,73.4764,74.1729,73.3792,74.0988,2643347.0,AMS
2021-11-05,74.4148,74.5753,73.9213,74.179,1131048.0,AMS
2021-11-08,74.2763,74.4537,74.1425,74.2398,1383058.0,AMS
2021-11-09,74.427,74.4707,73.6369,73.8776,2150045.0,AMS
2021-11-10,73.4327,73.8605,72.4408,72.8006,3513336.0,AMS
2021-11-11,73.2941,73.3208,72.8881,72.91,1013608.0,AMS
2021-11-12,73.1896,73.8532,72.9538,73.7876,1216211.0,AMS
2021-11-15,74.0088,74.0984,73.4181,73.7317,2398749.0,AMS
2021-11-16,73.6782,74.5437,73.6612,74.4464,1092297.0,AMS
2021-11-17,74.4318,74.6288,74.1863,74.2908,1382323.0,AMS
2021-11-18,74.6798,74.9691,74.2106,74.8694,1847721.0,AMS
2021-11-19,75.1368,75.4772,74.9667,75.1344,2422158.0,AMS
2021-11-22,75.4261,75.837,74.162,74.196,2090475.0,AMS
2021-11-23,74.0672,74.3249,73.0315,73.8362,1933123.0,AMS
2021-11-24,73.4594,74.3079,73.0534,74.303,1168545.0,AMS
2021-11-26,73.4473,73.8905,72.4943,72.6669,1260904.0,AMS
2021-11-29,73.5688,74.2835,73.3841,74.038,1149604.0,AMS
2021-11-30,73.7584,74.2325,72.628,72.9027,1606179.0,AMS
2021-12-01,73.705,74.0303,71.4951,71.5535,1991570.0,AMS
2021-12-02,71.3468,72.6256,71.2326,72.3436,2454419.0,AMS
2021-12-03,72.5478,72.7709,70.3379,71.1353,1702062.0,AMS
2021-12-06,71.286,72.0688,70.5737,71.7893,1959297.0,AMS
2021-12-07,73.0632,74.0307,72.9987,73.9019,1999927.0,AMS
2021-12-08,74.0477,74.4489,73.6381,74.3784,1821005.0,AMS
2021-12-09,74.2374,74.524,73.4327,73.4886,1939042.0,AMS
2021-12-10,73.9554,74.3079,73.4643,74.2106,2427187.0,AMS
2021-12-13,74.1548,74.3228,73.2408,73.3053,1775197.0,AMS
2021-12-14,72.4995,72.8817,71.6451,72.4168,2509645.0,AMS
2021-12-15,72.3851,73.9905,71.6987,73.9479,2187125.0,AMS
2021-12-16,74.1329,74.2449,71.9568,72.3023,2483121.0,AMS
2021-12-17,71.6816,72.6529,71.3043,71.9689,2004431.0,AMS
2021-12-20,71.0755,71.3019,70.5667,71.0877,3825167.0,AMS
2021-12-21,71.6889,72.777,71.1499,72.7332,2065497.0,AMS
2021-12-22,72.7697,73.6899,72.6651,73.6461,2530580.0,AMS
2021-12-23,73.7945,74.4542,73.6899,74.2327,1345105.0,AMS
2021-12-27,74.4396,75.3476,74.4311,75.3452,2284127.0,AMS
2021-12-28,75.4425,75.5464,74.8691,75.0165,1799121.0,AMS
2021-12-29,75.019,75.26,74.6246,75.0555,1320874.0,AMS
2021-12-30,74.9922,75.3841,74.705,74.7658,1949142.0,AMS
2021-12-31,74.6344,74.8997,74.3666,74.3885,1780142.0,AMS
2022-01-03,74.6514,74.9922,74.1524,74.9216,4148391.0,AMS
2022-01-04,75.0019,75.0676,73.5365,74.1451,2301222.0,AMS
2022-01-05,73.8262,73.8262,71.7376,71.779,3752420.0,AMS
2022-01-06,71.4114,72.1393,70.9014,71.5794,2994904.0,AMS
2022-01-07,71.5818,71.8739,70.5667,70.7907,2509212.0,AMS
2022-01-10,69.8437,70.786,68.724,70.7493,4960827.0,AMS
2022-01-11,70.5935,71.5745,70.1286,71.5575,2266511.0,AMS
2022-01-12,71.9591,72.3681,71.4528,71.7912,2552038.0,AMS
2022-01-13,72.0614,72.1222,69.8584,70.002,2098822.0,AMS
2022-01-14,69.5395,70.3111,69.2887,70.1797,3195088.0,AMS
2022-01-18,69.1402,69.4689,68.4319,68.556,3390367.0,AMS
2022-01-19,68.8993,69.3595,67.7649,67.816,2355316.0,AMS
2022-01-20,68.3369,69.1743,66.8593,66.9738,3124492.0,AMS
2022-01-21,66.5964,67.1321,65.2187,65.226,4374870.0,AMS
2022-01-24,63.9869,65.8151,62.0736,65.7469,4947772.0,AMS
